Ngày,Số CT,Diễn giải,TK Nợ,TK Có,Số tiền
2023-07-17,736,Giá vốn (80%): Máy In Canon Laser LBP - 2900,632,1561,25963636.0
2023-07-17,736,Giá vốn (80%): Máy in Brother HL - L2321D,632,1561,37090908.8
2023-07-17,736,Giá vốn (80%): Máy In Canon Laser LBP 6030,632,1561,4909091.2
2023-07-17,736,Máy in đa năng Brother DCP - T220,131,511,5909091.0
2023-07-17,736,Giá vốn (80%): Máy in đa năng Brother DCP - T220,632,1561,4727272.8
2023-07-17,736,Máy In Canon Laser LBP 6030,131,511,6136364.0
2023-07-17,739,Ổ đĩa cứng máy tính KingmaxSMQ32 240GB (Sata 3),131,511,545455.0
2023-07-17,736,Máy in Brother HL - L2321D,131,511,46363636.0
2023-07-17,739,Giá vốn (80%): Bộ nhớ máy vi tính Kingmax 8GBDDR4-3200 (KM-LD4-3200-8GS),632,1561,545454.4
2023-07-17,736,Máy In Canon Laser LBP - 2900,131,511,32454545.0
2023-07-17,738,Giá vốn (80%): Phần mềm  Kaspersky KL1941MCCFS,632,1561,720000.0
2023-07-17,739,Bộ nhớ máy vi tính Kingmax 8GBDDR4-3200 (KM-LD4-3200-8GS),131,511,681818.0
2023-07-17,740,Nguồn máy tính Jetek mini A200m,131,511,318182.0
2023-07-17,740,Giá vốn (80%): Nguồn máy tính Jetek mini A200m,632,1561,254545.6
2023-07-17,741,Máy tính bàn Lenovo ThinkCentre M70s Gen 3 - i3-12100 ( 4.3GHZ) - 4GB RAM - 256GB SSD - Wireless & Bluetooth - None-1Yr; P/n 11TC000PVA,131,511,8500000.0
2023-07-17,741,Giá vốn (80%): Máy tính bàn Lenovo ThinkCentre M70s Gen 3 - i3-12100 ( 4.3GHZ) - 4GB RAM - 256GB SSD - Wireless & Bluetooth - None-1Yr; P/n 11TC000PVA,632,1561,6800000.0
2023-07-17,741,Bàn phím  Dell Multimedia KB 216,131,511,136364.0
2023-07-17,741,Thiết bị truyền ảnh Webcam Logitech C270,131,511,409091.0
2023-07-17,741,Giá vốn (80%): Bàn phím  Dell Multimedia KB 216,632,1561,109091.2
2023-07-17,742,"Ổ CỨNG DI ĐỘNG (HDD) SEAGATE ONE TOUCH 1TB2.5"" USB 3.0 - ĐEN (BLACK)(STKY1000400)",131,511,1209091.0
2023-07-17,742,"Giá vốn (80%): Ổ CỨNG DI ĐỘNG (HDD) SEAGATE ONE TOUCH 1TB2.5"" USB 3.0 - ĐEN (BLACK)(STKY1000400)",632,1561,967272.8
2023-07-17,742,Chuột máy tính Logitech M185,131,511,363636.0
2023-07-17,742,Giá vốn (80%): Chuột máy tính Logitech M185,632,1561,290908.8
2023-07-17,743,Bàn phím Rapoo V500L,131,511,609091.0
2023-07-17,743,Giá vốn (80%): Bàn phím Rapoo V500L,632,1561,487272.8
2023-07-17,738,Phần mềm  Kaspersky KL1941MCCFS,131,511,900000.0
2023-07-17,741,Giá vốn (80%): Thiết bị truyền ảnh Webcam Logitech C270,632,1561,327272.8
2023-07-18,46221,Bộ nhớ máy vi tính Kingmax 16GB DDR4-3200 (KM-LD4-3200-16GS),6422,1111,2490909.0
2023-07-18,744,Giá vốn (80%): Máy In Canon Laser LBP - 2900,632,1561,2901818.4
2023-07-18,744,Máy In Canon Laser LBP - 2900,131,511,3627273.0
2023-07-18,46221,Ổ đĩa cứng máy tính Kingmax SMQ32 240GB  (Sata 3),6422,1111,8036364.0
2023-07-18,46484,Máy scan tài liệu Brother ADS-3100,6422,1111,17727273.0
2023-07-18,99823,"USB hỗ trợ kết nối bluetooth, hiệu TP-LINK_UB500",6422,1111,445455.0
2023-07-18,99823,Thiết bị chuyển mạch TP-LINK_TL-SG1024D,6422,1111,2763636.0
2023-07-18,99823,Thiết bị chuyển mạch TP-LINK_TL-SF1008D,6422,1111,677275.0
2023-07-19,100154,"USB hỗ trợ kết nối bluetooth, hiệu TP-LINK_UB500",6422,1111,445455.0
2023-07-19,748,Giá vốn (80%): Bàn phím  Dell Multimedia KB216,632,1561,109090.4
2023-07-19,748,Bàn phím  Dell Multimedia KB216,131,511,136363.0
2023-07-19,748,Giá vốn (80%): Chuột máy tính Logitech M185,632,1561,145454.4
2023-07-19,748,Chuột máy tính Logitech M185,131,511,181818.0
2023-07-19,748,"Giá vốn (80%): Bộ định tuyến có chức năng thuphát vô tuyến TP-LINK, 2,4GHz/ W-CDMA FDD/GSM_TL-MR6400",632,1561,909091.2
2023-07-19,748,"Bộ định tuyến có chức năng thuphát vô tuyến TP-LINK, 2,4GHz/ W-CDMA FDD/GSM_TL-MR6400",131,511,1136364.0
2023-07-19,100154,Thiết bị chuyển mạch TP-LINK_TL-SF1008D,6422,1111,677275.0
2023-07-19,100154,Thiết bị chuyển mạch TP-LINK_TL-SF1005D,6422,1111,554545.0
2023-07-19,100154,Thiết bị chuyển mạch TP-LINK_TL-SG1024D,6422,1111,2763636.0
2023-07-19,4998,Thuế GTGT: TP CK CTY TH VIEN SON,1331,1111,2300.0
2023-07-19,4998,TP CK CTY TH VIEN SON,6422,1111,23000.0
2023-07-19,745,Giá vốn (80%): Mực laser đen Brother 2240,632,1561,290908.8
2023-07-19,745,Mực laser đen Brother 2240,131,511,363636.0
2023-07-19,4997,Thuế GTGT: TP CK CTY QG ADG TAI DN,1331,1111,2300.0
2023-07-19,4997,TP CK CTY QG ADG TAI DN,6422,1111,23000.0
2023-07-19,108206,THU LAI VAY LD2312800507,6422,1111,2050800.0
2023-07-19,746,Giá vốn (80%): Máy scan tài liệu Brother ADS - 3100,632,1561,15054545.6
2023-07-19,746,Máy scan tài liệu Brother ADS - 3100,131,511,18818182.0
2023-07-19,747,Giá vốn (80%): Máy in hóa đơn XP-T80L,632,1561,647272.8
2023-07-19,747,Máy in hóa đơn XP-T80L,131,511,809091.0
2023-07-20,5401,"Thanh phân phối cổng mạng cat 6, 24 Port, loại 1402-04011, hiệu Dintek",6422,1111,4254546.0
2023-07-20,2911,MÀN HÌNH VI TÍNH (LCD) LENOVO ThinkVision S27e-20 27.0INCH/1920x1080/IPS/WLED/VGA/HDMI/ĐEN/3Y(62AFKAR2WW),6422,1111,13636365.0
2023-07-20,750,Giá vốn (80%): MÁY TÍNH XÁCH TAY DELL LATITUDE 3420 L3420I5SSD (Core i5-1135G7,8GB,256GB,0.0
2023-07-20,277360,MÁY TÍNH ĐỂ BÀN (PC) HP AIO 22-dd2005d i3-1215U/4GD4/256GSSD/21.5FHD/Wlac/BT5/KB/M /W11SL/TRẮNG(6K7G4PA),6422,1111,12181818.0
2023-07-20,749,Giá vốn (80%): Hộp mực  in Izinet 12A/303/FX9,632,1561,160000.0
2023-07-20,749,Hộp mực  in Izinet 12A/303/FX9,131,511,200000.0
2023-07-20,750,MÁY TÍNH XÁCH TAY DELL LATITUDE 3420 L3420I5SSD (Core i5-1135G7,8GB,256GB,0.0
2023-07-23,751,Giá vốn (80%): Bộ nhớ máy vi tính Kingmax 8GBDDR4-2400,632,1561,283636.0
2023-07-23,1367,Mực in 35A Number One,6422,1121,250000.0
2023-07-23,1367,Mực in 308 Number One,6422,1121,640000.0
2023-07-23,1367,Trục từ 26A,6422,1111,181820.0
2023-07-23,751,"Ổ CỨNG DI ĐỘNG (HDD) SEAGATE ONE TOUCH 1TB2.5"" USB 3.0 - ĐEN (BLACK)(STKY1000400)",131,511,1318182.0
2023-07-23,751,"Giá vốn (80%): Ổ CỨNG DI ĐỘNG (HDD) SEAGATE ONE TOUCH 1TB2.5"" USB 3.0 - ĐEN (BLACK)(STKY1000400)",632,1561,1054545.6
2023-07-23,751,Bộ nhớ máy vi tính Kingmax 8GBDDR4-2400,131,511,354545.0
2023-07-23,751,Chuột máy tính Logitech M221,131,511,227273.0
2023-07-23,753,Giá vốn (80%): Mực in 308 Number One,632,1121,334545.6
2023-07-23,3823,Thiết bị truyền hình ảnh Webcam Logitech HD C270 (960-000584),6422,1111,1590909.0
2023-07-23,3823,"Bộ bàn phím + chuột không dây Logitech MK240 Nano, màu đen (920-008202)",6422,1111,1145455.0
2023-07-23,3823,Bàn phím Logitech Gaming G413 TKL SE (920-010448),6422,1111,2163636.0
2023-07-23,3823,"Chuột bluetooth Logitech M650L, màu đen (910-006247)",6422,1111,1000000.0
2023-07-23,3823,Thiết bị truyền hình ảnh Webcam Logitech C310 (960-000588),6422,1111,909091.0
2023-07-23,753,Mực in 308 Number One,131,511,418182.0
2023-07-23,1367,Mực in 337 Number One,6422,1121,2080000.0
2023-07-23,751,Giá vốn (80%): Chuột máy tính Logitech M221,632,1561,181818.4
2023-07-23,1367,Mực in 83A Number One,6422,1121,1300000.0
2023-07-23,3823,Bộ bàn phím + chuột không dây Logitech MK220 (920-003235),6422,1111,940909.0
2023-07-23,5056,THU PHI CK CTY VIEN SON,6422,1111,23000.0
2023-07-23,752,Máy In Canon Laser LBP - 2900,131,511,3627273.0
2023-07-23,752,Giá vốn (80%): Máy In Canon Laser LBP - 2900,632,1561,2901818.4
2023-07-23,752,"Máy tính xách tay Dell Vostro 3520 Intel Core i3 - 1215U,15.6""FHD, 1x8G,256GB SSD PCIe NVMe, 3 Cell-41Whr, Win11, Office H&S 2021,V5I3614W1-Gray",131,511,11718182.0
2023-07-23,752,"Giá vốn (80%): Máy tính xách tay Dell Vostro 3520 Intel Core i3 - 1215U,15.6""FHD, 1x8G,256GB SSD PCIe NVMe, 3 Cell-41Whr, Win11, Office H&S 2021,V5I3614W1-Gray",632,1561,9374545.6
2023-07-23,34793,"Máy tính xách tay Dell Vostro 3430 (i7-1355U, 16GB, 512GB SSD, 14.0"" FHD, NV-MX550/2GB, Win11,Office HS 21, Xám, P152G008)(V3430-i7U165W11GRD2)",6422,1111,21363636.0
2023-07-23,48038030,Thu phi dich vu chuyen tien nhanh 180000 VND_920518,642,1111,163636.0
2023-07-23,48038030,Thuế GTGT: Thu phi dich vu chuyen tien nhanh 180000 VND_920518,1331,1111,16364.0
2023-07-23,48034953,Thu phi dich vu chuyen tien nhanh 180000 VND_920357,642,1111,163636.0
2023-07-23,5056,Thuế GTGT: THU PHI CK CTY VIEN SON,1331,1111,2300.0
2023-07-23,48032848,THANH LY,6422,1111,2658082.0
2023-07-23,5059,THU PHI CK CTY NGUYEN KIM,6422,1111,15000.0
2023-07-23,5059,Thuế GTGT: THU PHI CK CTY NGUYEN KIM,1331,1111,1500.0
2023-07-23,5058,THU PHI CK CTY PHUONG VIET,6422,1111,23000.0
2023-07-23,5058,Thuế GTGT: THU PHI CK CTY PHUONG VIET,1331,1111,2300.0
2023-07-23,5057,THU PHI CK CTY PHUONG KHANG COMPUTER,6422,1111,23000.0
2023-07-23,5057,Thuế GTGT: THU PHI CK CTY PHUONG KHANG COMPUTER,1331,1111,2300.0
2023-07-23,48034953,Thuế GTGT: Thu phi dich vu chuyen tien nhanh 180000 VND_920357,1331,1111,16364.0
2023-07-24,5092,Thuế GTGT: TP CK CTY PHAN PHOI SYNNEX FPT,1331,1111,2300.0
2023-07-24,5091,Thuế GTGT: TP CK CTY KY THUAT DIEP KHANH,1331,1111,2300.0
2023-07-24,5091,TP CK CTY KY THUAT DIEP KHANH,6422,1111,23000.0
2023-07-24,110801,THU LAI VAY LD2312800516,6422,1111,1005460.0
2023-07-24,5092,TP CK CTY PHAN PHOI SYNNEX FPT,6422,1111,23000.0
2023-07-24,754,Loa SoundMax A2130 / 2.1,131,511,1318182.0
2023-07-24,16524,Bảng mạch chính của máy vi tính hiệu ASUS PRIME H510M - K R2.0-CSM-SI,6422,1111,20250000.0
2023-07-24,754,Giá vốn (80%): Loa SoundMax A2130 / 2.1,632,1561,1054545.6
2023-07-24,238,Máy đếm tiền XD BC - 35,6422,1111,3700000.0
2023-07-24,16524,Bảng mạch chính của máy vi tính hiệu ASUS PRIME  H610M - E D4,6422,1111,8954545.0
2023-07-25,241,Máy đếm tiền XD BC - 35,6422,1111,3700000.0
2023-07-25,756,Bộ lưu điện Santak - TG500,131,511,1045455.0
2023-07-25,757,Giá vốn (80%): MÁY TÍNH XÁCH TAY (NB) LENOVO V14 G3 IAP i5 -1235U/8GD4/256GSSD/14.0FHD/WL/BT/2C38/NoOS/ĐEN(82TS0062VN),632,1561,11265454.4
2023-07-25,757,MÁY TÍNH XÁCH TAY (NB) LENOVO V14 G3 IAP i5 -1235U/8GD4/256GSSD/14.0FHD/WL/BT/2C38/NoOS/ĐEN(82TS0062VN),131,511,14081818.0
2023-07-25,756,Giá vốn (80%): Bộ lưu điện Santak - TG500,632,1561,836364.0
2023-07-25,758,Phần mềm Kaspersky KL1867MUAFS,131,511,300000.0
2023-07-25,759,Giá vốn (80%): Hộp mực in Ecoplus 12A/303/FX9,632,1561,94545.6
2023-07-25,759,Hộp mực in Ecoplus 12A/303/FX9,131,511,118182.0
2023-07-25,760,Giá vốn (80%): Máy in đa năng Brother MFC - L2701D,632,1561,3992727.2
2023-07-25,760,Máy in đa năng Brother MFC - L2701D,131,511,4990909.0
2023-07-25,242,Túi Xách TUCANO Svolta 15.6' (Blue),6422,1111,879630.0
2023-07-25,758,Giá vốn (80%): Phần mềm Kaspersky KL1867MUAFS,632,1561,240000.0
2023-07-25,48517,Bộ nhớ máy tính xách tay Kingmax 16GB DDR4-3200,6422,1111,3113636.0
2023-07-25,48517,Bộ nhớ máy tính xách tay Kingmax 8GB DDR4-3200,6422,1111,4254545.0
2023-07-25,48517,Bộ nhớ máy vi tính Kingmax 8GB DDR4-3200 (KM-LD4-3200-8GS),6422,1111,1772727.0
2023-07-25,48517,Mạch chính vi tính Gigabyte H610M H V2 DDR4,6422,1111,8318183.0
2023-07-25,755,Giá vốn (80%): Mực Laser Đen Premium,632,1561,283636.0
2023-07-25,755,Mực Laser Đen Premium,131,511,354545.0
2023-07-25,755,Giá vốn (80%): Trục từ 26A,632,1561,218181.6
2023-07-25,755,Trục từ 26A,131,511,272727.0
2023-07-25,761,Giá vốn (80%): Tủ Rack 6U​D400,632,1561,654545.6
2023-07-25,761,Tủ Rack 6U​D400,131,511,818182.0
2023-07-25,741,"Máy tính xách tay Lenovo V14 G4 IRU - Intel Core i7-1355U (5.00GHz) - 8GB RAM - 512GB SSD - WF+BL - 14"" FHD - NOS -2YR Premium NBD,P/n 83A0000NVN",6422,1111,29747273.0
2023-07-25,48517,Bộ nhớ máy tính xách tay Kingmax 4GB DDR4-2400,6422,1111,481818.0
2023-07-26,765,Máy in Brother HL - L2321D,131,511,2636364.0
2023-07-26,766,BỘ MÁY VI TÍNH,131,511,11590909.0
2023-07-26,766,Giá vốn (80%): BỘ MÁY VI TÍNH,632,1561,9272727.2
2023-07-26,762,Bàn phím Keyboard NK2500,131,511,118182.0
2023-07-26,747,"Máy tính xách tay Lenovo V15 G4 IRU - Intel Core i3-1315U (4.50 GHz) - 8GB RAM - 512GB SSD - WF+BL - 15.6FHD 60Hz - NOS - 2YR Premium NBD,P/n 83A10007VN",6422,1111,20000000.0
2023-07-26,762,Chuột máy tính  Logitech   M185,131,511,181818.0
2023-07-26,762,Giá vốn (80%): Chuột máy tính  Logitech   M185,632,1561,145454.4
2023-07-26,762,Mực  Laser TN - 2385 Brother,131,511,400000.0
2023-07-26,762,Giá vốn (80%): Mực  Laser TN - 2385 Brother,632,1561,320000.0
2023-07-26,764,Giá vốn (80%): Ổ cứng Kingmax SSD Sata III 240GB SMV32,632,1561,283636.0
2023-07-26,762,Giá vốn (80%): Bàn phím Keyboard NK2500,632,1561,94545.6
2023-07-26,764,Ổ cứng Kingmax SSD Sata III 240GB SMV32,131,511,354545.0
2023-07-26,765,Giá vốn (80%): Máy in Brother HL - L2321D,632,1561,2109091.2
2023-07-26,763,BỘ LƯU ĐIỆN Santak-TG1000,131,511,2263636.0
2023-07-26,3622,Bộ lưu điện Santak - Mã hàng TG1000,6422,1111,4054545.0
2023-07-26,3622,Bộ lưu điện Santak - Mã hàng TG500,6422,1111,5290909.0
2023-07-26,5165,Thuế GTGT: THU PHI CK CTY LE TRAN GIA,1331,1111,2300.0
2023-07-26,5165,THU PHI CK CTY LE TRAN GIA,6422,1111,23000.0
2023-07-26,5164,Thuế GTGT: THU PHI CK CTY DAI PHAT,1331,1111,2300.0
2023-07-26,5164,THU PHI CK CTY DAI PHAT,6422,1111,23000.0
2023-07-26,112711,THU LAI VAY LD2313100510,6422,1111,453250.0
2023-07-26,4158,"Bộ định tuyến TP-Link, 2.4GHz/5GHz W-CDMA FDD/E-UTRA FDD, Archer MR200",6422,1111,3354545.0
2023-07-26,4158,"Thiết bị thu phát vô tuyến TP-LINK, 2,4 GHz/ W-CDMA FDD/ E-UTRA FDD, TL-MR6400",6422,1111,5836364.0
2023-07-26,4158,"Thiết bị định tuyến băng tần 2,4 GHz, W-CDMA FDD/E-UTRA FDD, TP-LINK, TL-MR100",6422,1111,1696364.0
2023-07-26,763,Giá vốn (80%): BỘ LƯU ĐIỆN Santak-TG1000,632,1561,1810908.8
2023-07-27,13332,"ổ cứng Western SSD 240GB Sata3, màu xanh - green (WDS240G3G0A)",6422,1111,6181818.0
2023-07-27,112762,"Thuế GTGT: PHI T07/2023-040019911911-ALERT,IB,OTP,QLTK",1331,1111,12500.0
2023-07-27,112762,"PHI T07/2023-040019911911-ALERT,IB,OTP,QLTK",6422,1111,125000.0
2023-07-27,3899,"ổ cứng lắp trong Western Digital 1TB 3.5"" Sata, màu xanh (Blue) (WD10EZEX)",6422,1111,16000000.0
2023-07-27,247,Camera DH - HAC - HFW 1200DP - S5,6422,1111,1000000.0
2023-07-27,48729416,Thu phi Phat hanh Bao lanh thanh toan- So BLTT.GIL.28885.280723,6422,1111,1500000.0
2023-07-28,767,Bàn phím Logitech K120,131,511,863636.0
2023-07-28,767,Giá vốn (80%): Bàn phím Logitech K120,632,1561,690908.8
2023-07-28,767,Chuột máy tính Logitech B100,131,511,454545.0
2023-07-28,767,Giá vốn (80%): Chuột máy tính Logitech B100,632,1561,363636.0
2023-07-28,767,Cạc mạng  PCI Gigabit TP -Link - TG - 3468,131,511,209091.0
2023-07-28,767,Giá vốn (80%): Cạc mạng  PCI Gigabit TP -Link - TG - 3468,632,1561,167272.8
2023-07-28,768,Đầu máy in kim Epson LQ 310,131,511,5100000.0
2023-07-28,768,Giá vốn (80%): Đầu máy in kim Epson LQ 310,632,1561,4080000.0
2023-07-29,770,"Chuột bluetooth Logitech M650L, màu đen(910-006247)",131,511,750000.0
2023-07-29,769,"Máy tính xách tay MSI Katana GF6612UCK - 815VN /Alder Lake i5-12450H/512GB SSD/DDR4 8GB(3200MHz)/RTX3050 GDDR6 4GB/15.6""FHD/WIN11/màu đen/ ba lô",131,511,17954545.0
2023-07-29,770,"Giá vốn (80%): Chuột bluetooth Logitech M650L, màu đen(910-006247)",632,1561,600000.0
2023-07-29,769,"Giá vốn (80%): Máy tính xách tay MSI Katana GF6612UCK - 815VN /Alder Lake i5-12450H/512GB SSD/DDR4 8GB(3200MHz)/RTX3050 GDDR6 4GB/15.6""FHD/WIN11/màu đen/ ba lô",632,1561,14363636.0
2023-07-29,770,"Giá vốn (80%): Máy tính xách tay Dell Vostro 3430 (i7-1355U, 16GB,512GB SSD, 14.0"" FHD, NV-MX550/2GB, Win11,Office HS 21, Xám, P152G008)(V3430-i7U165W11GRD2)",632,1561,18920000.0
2023-07-29,772,Bàn phím Dell Multimedia KB216,131,511,136364.0
2023-07-29,772,Giá vốn (80%): Bàn phím Dell Multimedia KB216,632,1561,109091.2
2023-07-29,771,Giá vốn (80%): Túi Xách TUCANO 15.6' (Blue),632,1561,1560000.0
2023-07-29,771,Túi Xách TUCANO 15.6' (Blue),131,511,1950000.0
2023-07-29,770,"Máy tính xách tay Dell Vostro 3430 (i7-1355U, 16GB,512GB SSD, 14.0"" FHD, NV-MX550/2GB, Win11,Office HS 21, Xám, P152G008)(V3430-i7U165W11GRD2)",131,511,23650000.0
2023-07-30,780,Giá vốn (80%): Ổ đĩa cứng máy tính KingmaxSA3080 128GB (M.2 Sata 3),632,1561,2363636.0
2023-07-30,780,Ổ đĩa cứng máy tính KingmaxSA3080 128GB (M.2 Sata 3),131,511,2954545.0
2023-07-30,780,Giá vốn (80%): ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,632,1561,7941818.4
2023-07-30,780,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,131,511,9927273.0
2023-07-30,780,Giá vốn (80%): MÁY TÍNH XÁCH TAY (NB) LENOVO V14 G3 IAP i5 -1235U/8GD4/256GSSD/14.0FHD/WL/BT/2C38/NoOS/ĐEN(82TS0062VN),632,1561,16000000.0
2023-07-30,780,MÁY TÍNH XÁCH TAY (NB) LENOVO V14 G3 IAP i5 -1235U/8GD4/256GSSD/14.0FHD/WL/BT/2C38/NoOS/ĐEN(82TS0062VN),131,511,20000000.0
2023-07-30,780,Giá vốn (80%): Bộ nhớ máy tính xách tay Kingmax8GB DDR4-3200,632,1561,4254545.6
2023-07-30,780,Giá vốn (80%): Bảng mạch chính của máy vi tính hiệu ASUS PRIMEH510M - K R2.0-CSM-SI,632,1561,10800000.0
2023-07-30,780,Ổ đĩa cứng máy tính KingmaxSA3080 256GB (M.2 Sata 3),131,511,4136364.0
2023-07-30,780,Bảng mạch chính của máy vi tính hiệu ASUS PRIMEH510M - K R2.0-CSM-SI,131,511,13500000.0
2023-07-30,780,Giá vốn (80%): Ổ đĩa cứng máy tính KingmaxSMQ32 240GB (Sata 3),632,1561,7418181.6
2023-07-30,780,Giá vốn (80%): Bộ nhớ máy vi tính Kingmax 16GBDDR4-3200 (KM-LD4-3200-16GS),632,1561,4981818.4
2023-07-30,780,Bộ nhớ máy vi tính Kingmax 16GBDDR4-3200 (KM-LD4-3200-16GS),131,511,6227273.0
2023-07-30,780,"Giá vốn (80%): ổ cứng Western SSD 240GB Sata3, màuxanh - green (WDS240G3G0A)",632,1561,9890908.8
2023-07-30,780,Bộ nhớ máy tính xách tay Kingmax8GB DDR4-3200,131,511,5318182.0
2023-07-30,780,Giá vốn (80%): Ổ đĩa cứng máy tính KingmaxSA3080 256GB (M.2 Sata 3),632,1561,3309091.2
2023-07-30,780,Giá vốn (80%): MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e-20 (62AEKAR2WW),632,1561,17454545.6
2023-07-30,780,"ổ cứng Western SSD 240GB Sata3, màuxanh - green (WDS240G3G0A)",131,511,12363636.0
2023-07-30,776,Giá vốn (80%): Máy chiếu đa năng ViewSonic PS501X,632,1561,10610908.8
2023-07-30,776,Máy chiếu đa năng ViewSonic PS501X,131,511,13263636.0
2023-07-30,775,Giá vốn (80%): Bàn phím  Dell Multimedia KB216,632,1561,276363.2
2023-07-30,775,Bàn phím  Dell Multimedia KB216,131,511,345454.0
2023-07-30,775,Giá vốn (80%): Chuột máy tính Logitech M331,632,1561,392728.0
2023-07-30,775,Chuột máy tính Logitech M331,131,511,490910.0
2023-07-30,780,MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e-20 (62AEKAR2WW),131,511,21818182.0
2023-07-30,774,Giá vốn (80%): ổ cứng di động 16GB U202 USB 2.0 Kioxia,632,1561,1727272.8
2023-07-30,780,Giá vốn (80%): Máy In Canon Laser LBP - 2900,632,1561,10385454.4
2023-07-30,780,Máy In Canon Laser LBP - 2900,131,511,12981818.0
2023-07-30,780,Giá vốn (80%): 4K0Z7PA: Máy tính xách tay HP 14s- fq1080AU -AMD Ryzen3 5300U / 4GB DDR4-3200/ SSD 256GB /RadeonVegaGraphics/ 14” HD/ Windows 11 Home/NaturalSilver,632,1561,10181818.4
2023-07-30,780,4K0Z7PA: Máy tính xách tay HP 14s- fq1080AU -AMD Ryzen3 5300U / 4GB DDR4-3200/ SSD 256GB /RadeonVegaGraphics/ 14” HD/ Windows 11 Home/NaturalSilver,131,511,12727273.0
2023-07-30,780,"Giá vốn (80%): Màn hình máy tính Lenovo H20215FE0 - "" E22 - 28 (H20215FE0)21.5 inch Monitor-HDMI, Linecord, 3YR WTYWarrantyCode:3years limited"", P/N:62B9MAR4WW",632,1561,13745454.4
2023-07-30,780,"Màn hình máy tính Lenovo H20215FE0 - "" E22 - 28 (H20215FE0)21.5 inch Monitor-HDMI, Linecord, 3YR WTYWarrantyCode:3years limited"", P/N:62B9MAR4WW",131,511,17181818.0
2023-07-30,774,ổ cứng di động 16GB U202 USB 2.0 Kioxia,131,511,2159091.0
2023-07-30,780,Giá vốn (80%): Máy in Brother HL - L2321D,632,1561,18545454.4
2023-07-30,780,Ổ đĩa cứng máy tính KingmaxSMQ32 240GB (Sata 3),131,511,9272727.0
2023-07-30,780,Giá vốn (80%): Máy in đa năng Brother DCP - T220,632,1561,7090908.8
2023-07-30,49185081,"Thuế GTGT: 608_16598291_Thu phi chuyen tien ngoai he thong_4,000,000,000 VND * 0.02%,Min 100,000/Max 1,000,000/Phi CD 0.",1331,1111,72727.0
2023-07-30,49185081,"608_16598291_Thu phi chuyen tien ngoai he thong_4,000,000,000 VND * 0.02%,Min 100,000/Max 1,000,000/Phi CD 0.",6422,1111,727273.0
2023-07-30,5235,Thuế GTGT: THU PHI CK CTY ADG+CTY VIEN SON,1331,1111,4600.0
2023-07-30,5235,THU PHI CK CTY ADG+CTY VIEN SON,6422,1111,46000.0
2023-07-30,780,Máy in Brother HL - L2321D,131,511,23181818.0
2023-07-30,2698,Dịch vụ SMS Brandname CSKH,6422,1111,214873.0
2023-07-30,642,Máy chiếu đa năng ViewSonic PS501X,6422,1111,12500000.0
2023-07-30,3950,"Máy tính xách tay MSI Cyborg 15 A12VE-412VN/i5-12450H/512GB SSD/DDR5 8GB/RTX 4050,GDDR6 6GB/15.6"" FHD 144Hz/Win11/màu đen,ba lô",6422,1111,20445455.0
2023-07-30,777,"Thiết bị đầu cuối GSM/W-CDMA FDD 2.4GHz TP-Link,M7000",131,511,818182.0
2023-07-30,46165,Thuế GTGT: Không có tên,1331,1111,12000.0
2023-07-30,46165,Không có tên,6422,1111,120000.0
2023-07-30,26529,Phí dịch vụ thanh toán trên vimo.vn tháng 07/2023 theo hợp đồng số ĐL00424/08062022,6422,1111,389675.0
2023-07-30,778,Giá vốn (80%): MÁY TÍNH ĐỂ BÀN (PC)  HP AIO 22- dd2005d i3 -1215U/4GD4/256GSSD/21.5FHD/Wlac/BT5/KB/M/W11SL/TRẮNG(6K7G4PA),632,1561,11490908.8
2023-07-30,778,MÁY TÍNH ĐỂ BÀN (PC)  HP AIO 22- dd2005d i3 -1215U/4GD4/256GSSD/21.5FHD/Wlac/BT5/KB/M/W11SL/TRẮNG(6K7G4PA),131,511,14363636.0
2023-07-30,777,"Giá vốn (80%): Thiết bị đầu cuối GSM/W-CDMA FDD 2.4GHz TP-Link,M7000",632,1561,654545.6
2023-07-30,758,"Máy tính xách tay Lenovo V14 G4 IRU - Intel Core i7-1355U (5.00 GHz) - 8GB RAM - 512GB SSD - WF+BL - 14"" FHD - NOS - 2YR Premium NBD,P/n 83A0000NVN",6422,1111,14873636.0
2023-07-30,2698,Thuế GTGT: Dịch vụ SMS Brandname CSKH,1331,1111,21487.0
2023-07-30,15840,Thuế GTGT: Dịch vụ ngân hàng,6422,1121,200.0
2023-07-30,15840,Dịch vụ ngân hàng,6422,1121,2000.0
2023-07-30,780,Giá vốn (80%): MÀN HÌNH VI TÍNH (LCD) LENOVO ThinkVision S27e -2027.0INCH/1920x1080/IPS/WLED/VGA/HDMI/ĐEN/3Y(62AFKAR2WW),632,1561,9818181.6
2023-07-30,780,MÀN HÌNH VI TÍNH (LCD) LENOVO ThinkVision S27e -2027.0INCH/1920x1080/IPS/WLED/VGA/HDMI/ĐEN/3Y(62AFKAR2WW),131,511,12272727.0
