shdon,loaihd,month,nbten,ten,dvtinh,sluong,thtien,tthue
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thẻ nhớ 32GB Kioxia,Cái,3.0000,272727.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Camera kỹ thuật số có chức năng ghi hiệu EZVIZ mãCS-C3TN (1080P COLOR) 2.8 MM,Cái,1.0000,954545.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng  GT Western Digital 4TB - 3.5""",Cái,1.0000,2354545.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Camera quan sát CS-H8C (1080P),Cái,2.0000,1390910.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Loa vi tính  Microlab M108/2.1,Bộ,2.0000,690910.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Tai nghe SoundMax AH317,Cái,1.0000,272727.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Camera quan sát kỹ thuật số có chức năng ghi hiệuEZVIZ mã CS-H8C,Cái,2.0000,1718182.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột vi tính Rapoo M20,Cái,8.0000,836364.00,0.00
362,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị định tuyến thu phát vô tuyến TP-Link,2.4Ghz,TL-MR6400",Cái,1.0000,1063636.00,0.00
361,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Dây cáp mạng Ensoho EN-U5CA24 UTP Cat5e,Hộp,1.0000,481818.00,0.00
360,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ CỨNG Seagate Expansion1TB 2.5""(STEA1000405)",Cái,1.0000,1200000.00,0.00
359,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e-20 (62AEKAR2WW),Cái,1.0000,2363636.00,0.00
359,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Máy tính xách tay MSI GF63 Thin11SC - 664VN (i5-11400H;8GB;512GB SSD; GTX 1650/4GB; 15.6""FHD 144Hz; Win11;Đen)",Cái,1.0000,13727273.00,0.00
359,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị định tuyến thu phát vô tuyến  TP-Link,2.4Ghz,TL-MR6400",Cái,2.0000,1963636.00,0.00
358,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Hộp mực  in Ecoplus 12A,Hộp,1.0000,118182.00,0.00
357,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bút trình chiếu hiệu Rapoo mới 100%. WirelessPrensenter BLACK, XR200",Cái,1.0000,590909.00,0.00
356,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Hộp mực  in Ecoplus 12A,Hộp,1.0000,118182.00,0.00
355,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY IN Canon Laser LBP-2900,CÁI,3.0000,10745455.00,0.00
355,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BỘ CHIA CỔNG Cliptec RZH209,CÁI,1.0000,136363.00,0.00
354,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy In Canon Laser LBP-2900,Cái,1.0000,3472727.00,0.00
354,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Máy tính xách tay Dell Inspiron 15 3520 Intel Core i5-1235U, 15.6""FHD, 1x8G,256GB SSD PCIe NVMe, 3 Cell-41Whr, Win 11 Microsoft Office Home andStudent 2021, N5I5122W1-Black",Cái,1.0000,14090909.00,0.00
354,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech M221,Cái,2.0000,436364.00,0.00
353,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột Vi Tính  Rapoo M20,Cái,10.0000,1090909.00,0.00
353,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn Phím Dell Multimedia KB216,Cái,10.0000,1545455.00,0.00
352,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng Seagate Expansion2TB 2.5""(STEA2000400)",Cái,1.0000,1627273.00,0.00
351,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BỘ NHỚ RAM SILICON 4GB DDR4-2666,Cái,15.0000,3790909.00,0.00
350,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in laser Brother HL-L2321D,Cái,60.0000,147272727.00,0.00
349,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BỘ MÁY VI TÍNH,Bộ,1.0000,11536364.00,0.00
349,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy  In Canon Laser LBP-2900,Cái,1.0000,3627272.00,0.00
348,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy bộ đàm GP685,Cái,2.0000,1363636.00,0.00
347,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thẻ nhớ 64GB MICRO SDXC Exceria UHS -I C10 U1 KIOXIA,Cái,3.0000,354546.00,0.00
347,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Camera quan sát CS-C1C 1080P, H.265 (E0-1E2WF)",Chiếc,2.0000,1309091.00,0.00
347,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Camera kỹ thuật số có chức năng ghi hiệu EZVIZ mãCS-C3TN (1080P COLOR) 2.8 MM,Chiếc,1.0000,881818.00,0.00
346,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím RAPOO V500SE,Cái,2.0000,1000000.00,0.00
346,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Dell MS116,Cái,2.0000,163636.00,0.00
345,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy In Canon Laser LBP 226DW,Cái,1.0000,6309091.00,0.00
344,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ máy vi tính,Bộ,1.0000,8545454.00,0.00
344,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e-20 (62AEKAR2WW),Cái,1.0000,2718182.00,0.00
344,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy  In Canon Laser LBP-2900,Cái,1.0000,3500000.00,0.00
344,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thiết bị ghi hình webcam RAPOO,Cái,1.0000,318182.00,0.00
344,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy chấm công bằng dấu vân tay  DG600BID,Cái,1.0000,2990909.00,0.00
343,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in Canon Laser LBP-2900,Cái,1.0000,3627273.00,0.00
342,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,6R9M6PA: Máy tính xách tay HP 14s-dq5053TU - Intel Core i5-1235U - U15 / 8GB DDR4 2DM 3200/ SSD 512Gb / Intel Iris Xe/ 14 Inch HD/ Win 11 home/ Natural Silver/ 1Y,Cái,1.0000,13963636.00,0.00
342,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột vi tính Rapoo M20,Cái,1.0000,118182.00,0.00
341,banra,4,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CPU MÁY TÍNH,Cái,1.0000,12881818.00,0.00
566,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng gắn trong 480GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,Cái,2.0000,1490909.00,0.00
566,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ nhớ trong của máy vi tính KINGSTON 8G D4 - 2666U19 1RX8 UDIMM (KVR26N19S8/8),Cái,3.0000,1281819.00,0.00
566,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Hộp mực  in Izinet 12A/303/FX9,Hộp,4.0000,654545.00,0.00
566,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bảng mạch chính Asus Prime H510MF,Cái,1.0000,1390909.00,0.00
566,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột vi tính Rapoo M20,Cái,2.0000,236364.00,0.00
565,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng di động 16GB U202 USB 2.0 Kioxia,Cái,6.0000,545455.00,0.00
564,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech M557,Cái,2.0000,1072728.00,0.00
563,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Card đồ họa ASUS DUAL-RTX3060-8G_90YV0GB6-M0NA00,Chiếc,1.0000,7681818.00,0.00
563,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Keyboard Rapoo NK2500,Cái,3.0000,300000.00,0.00
563,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Loa SoundMax A828/2.1,Bộ,1.0000,470000.00,0.00
562,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ lưu điện  Santak - TG500,Cái,1.0000,1090909.00,0.00
561,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bảng mạch chính của máy vi tính hiệu ASUS PRIMEH610M - K D4,Cái,1.0000,1590909.00,0.00
560,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bộ định tuyến có chức năng thuphát vô tuyến TP-LINK, 2,4GHz/ W-CDMA FDD/GSM_TL-MR6400",Chiếc,1.0000,1136364.00,0.00
559,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,4K0Z7PA: Máy tính xách tay HP 14s- fq1080AU -AMD Ryzen3 5300U / 4GB DDR4-3200/ SSD 256GB /RadeonVegaGraphics/ 14” HD/ Windows 11 Home/ NaturalSilver,Cái,2.0000,14363636.00,0.00
559,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng di động 16GB U202 USB 2.0 Kioxia,Cái,10.0000,681818.00,0.00
559,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột vi tính có dây  Rapoo N100,Cái,20.0000,1000000.00,0.00
559,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị thu phát vô tuyến TP-Link,TL-WN725N",Cái,4.0000,363636.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,4K0Z7PA: Máy tính xách tay HP 14s- fq1080AU - AMD Ryzen3 5300U / 4GB DDR4-3200/ SSD 256GB / RadeonVegaGraphics/ 14” HD/ Windows 11 Home/ Natural Silver,Cái,5.0000,31818182.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Máy tính xách tay Lenovo S14 G3 IAP - I5-1235U (1.3G) - 8GB- 512GB SSD - WF+BL, Fingerprint - 14"" FHD - Dos - 1Yr; P/n82TW0029VN",Chiếc,1.0000,13454545.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Máy tính xách tay ThinkBook 14 G4 IAP i5-1240P/8Gb/512Gb/UHD/Fingerprint/Off Trial/Win11 H64SL/MINERAL_GREY/14""FHD, P/N: 21DH00B5VN",Chiếc,1.0000,13636364.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY (NB) HP Pavilion 15- eg2056TU i5-1240P/8GD4/512GSSD/15.6FHD/Wlax/BT5/3C41WHr/ALUp/W11SL/VÀNG(6K786PA),Cái,2.0000,27636364.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Máy tính tách tay Asus model B3402FEA-EC0714T 14.0"" Full HD/Touchscreen/INTEL I3-1115G4/ 8GB DDR4/256GB M.2 SSD /Fingerprint/NumberPad/Win 10 home/TPM2.0/WIFI6+BT/50WH/BAG/STYLUS/WIRELESS MOUSE/ 2 YW OSS",Bộ,3.0000,24545455.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY (NB) HP Pavilion x360 14-dy0077TU i5-1135G7/8GD4/512GSSD/14.0FHDT/PEN/WL/BT/3C/W11SL/XANH(46L95PA),Cái,1.0000,13909091.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY (NB) HP Pavilion 15- eg0513TUi3-1125G4/4GD4/256GSSD/15.6FHD/Wlac/BT5/3C41WHr/ALUp/VÀNG/W11SL(46M12PA),Cái,2.0000,16909091.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị thu phát vô tuyến TP-Link, TL-WN725N",Cái,20.0000,1945454.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị chuyển mạch TP-Link, TL-SF1005D",Cái,20.0000,2218182.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị chuyển mạch TP-Link, TL-SF1008D",Cái,20.0000,2800000.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY (NB) HP Pavilion 15-eg2058TUi5-1240P/8GD4/256GSSD/15.6FHD/Wlax/BT5/3C41WHr/ALUp/W11SL/VÀNG(6K788PA),Cái,1.0000,12818182.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY (NB) HP Pavilion 15-eg2062TUi3-1215U/8GD4/256GSSD/15.6FHD/Wlax/BT5/3C41WHr/ALUp/W11SL/VÀNG(6K790PA),Cái,1.0000,10454545.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Camera quan sát CS-C6N (1080P),Cái,40.0000,15636364.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng di động 32GB U301 USB 3.2 Gen 1 Kioxia - Trắng,Cái,20.0000,1454545.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thẻ nhớ 32GB Micro SDHC Exceria UHS-I C10 U1100MB/s Kioxia (Không có Adapter),Cái,50.0000,3409091.00,0.00
558,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thẻ nhớ 64GB Micro SDXC Exceria UHS-I C10 U1100MB/s Kioxia (Không có Adapter),Cái,100.0000,10000000.00,0.00
557,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ máy vi tính,Bộ,1.0000,10663636.00,0.00
557,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Màn hình máy tính Dell 22 Monitor - E2223HN powercord/Advanced Exchange Service,Chiếc,1.0000,2954546.00,0.00
556,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực Laser đen Brother 2240,Chai,6.0000,409091.00,0.00
555,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực Laser đen Premium,Chai,10.0000,318182.00,0.00
554,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in Brother DCP-B7535DW,Cái,1.0000,5136364.00,0.00
554,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Điện thoại có dây Panasonic KXTSC11,Cái,1.0000,590909.00,0.00
553,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Loa SoundMax A828/2.1,Bộ,1.0000,527273.00,0.00
553,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Màn hình LCD VIEWSONIC VX2718-PC - MHD/27'' LCD MONITOR,Bộ,1.0000,4000000.00,0.00
553,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài3M Ugreen,Chiếc,1.0000,263636.00,0.00
552,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech M185,Cái,1.0000,227273.00,0.00
552,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng di động 32GB U301 USB 3.2 Gen 1 Kioxia,Cái,1.0000,145454.00,0.00
551,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Hộp mực  in Izinet 12A,Hộp,1.0000,336364.00,0.00
551,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Rum 12A,Cái,1.0000,36363.00,0.00
550,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cụm Drum 32A Number One,Cái,1.0000,454545.00,0.00
550,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực in 051 Number One,Hộp,1.0000,500000.00,0.00
549,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị chuyển mạch  TP-Link, TL- SG1016D",Cái,1.0000,1172727.00,0.00
548,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy In Canon Laser LBP 226DW,Cái,1.0000,5500000.00,0.00
547,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY (NB) HP Pavilion 15- eg2056TUi5-1240P/8GD4/512GSSD/15.6FHD/Wlax/BT5/3C41WHr/ALUp/W11SL/VÀNG(6K786PA),CÁI,1.0000,15318182.00,0.00
547,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột vi tính Rapoo M20,CÁI,1.0000,127273.00,0.00
546,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy In Canon Laser LBP-2900,Cái,1.0000,3627273.00,0.00
545,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,Cái,1.0000,818182.00,0.00
545,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech M185,Cái,1.0000,181818.00,0.00
544,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ máy vi tính,Bộ,1.0000,8409091.00,0.00
544,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Màn hình  Viewsonic VA2215-H / 21.5""",Cái,1.0000,2990909.00,0.00
544,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ nhớ trong  Kingston 4GD4 2666,Cái,1.0000,363636.00,0.00
544,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in Brother HL-L2321D,Cái,1.0000,2681818.00,0.00
544,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị thu phát vô tuyến 2.4GHz TP-Link,TL-WA860RE",Cái,1.0000,318182.00,0.00
544,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Card PCIe Adapter TP-Link,TL-WN881ND",Cái,1.0000,254546.00,0.00
544,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Loa SoundMax A130/2.0,Bộ,1.0000,127273.00,0.00
543,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,Cái,3.0000,2590909.00,0.00
542,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực laser đen premium,Hộp,2.0000,90909.00,0.00
541,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Màn hình vi tính Dell LCD-U2422H-23.8""WHD",Cái,1.0000,5900000.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in đa năng Brother DCP-T226,Cái,1.0000,3445454.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chíp xử lý Intel i5 - 10400,Cái,2.0000,5645454.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,Cái,4.0000,2181818.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Nguồn Jetek Model Y600T,Cái,3.0000,736365.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CARD VGA của máy vi tính hiệu ASUS GT730 - SL -2GD5 - BRK,Cái,2.0000,2345454.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ nhớ trong của máy vi tính KINGSTON 16G D4 -3200S22 1Rx8 SODIMM ( KVR32S22S8/16 ),Cái,2.0000,1945454.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím  Dell Multimedia KB216,Cái,4.0000,545455.00,0.00
540,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Vỏ thùng máy tính JETEK EN22,Cái,3.0000,545455.00,0.00
539,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài30M có chipset Ugreen (10114),Chiếc,1.0000,1345455.00,0.00
539,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị chuyển mạch TP-Link,TL-SG1008D",Cái,1.0000,418182.00,0.00
539,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cạc màn hình Asus GT710 - SL - 2GD3- BRK-EVO,Cái,1.0000,1081818.00,0.00
538,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Dây chuyển đổi có chipset USB sang cổng COM RS­232 dài1.5M Ugreen (20211),CHIẾC,1.0000,318182.00,0.00
538,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột Logitech PEBBLE M350,Cái,1.0000,436363.00,0.00
537,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị đầu cuối W-CDMA FDD/E-UTRA FDD, 2.4GHz, TP-Link,M7000",Cái,1.0000,727273.00,0.00
537,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị định tuyến TP-Link, 2.4GHz/5GHz, Archer C20",Cái,2.0000,745454.00,0.00
537,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ cứng di động 32GB U301 USB 3.2 Gen 1 Kioxia - Trắng,Cái,5.0000,345455.00,0.00
536,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng máy tính chủ 300Gb 10K SAS 2.5""6Gbps",Chiếc,3.0000,13363636.00,0.00
535,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VI TÍNH ĐỂ BÀN (PC) LENOVO ThinkCentre neo 50t Gen 3 i3- 12100(4*3.3)/4GD4/256GSSD/WL/BT/KB/M/nOS/ĐEN( 11SC001LVA),Cái,5.0000,35136364.00,0.00
534,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy  In Canon Laser LBP-2900,Cái,1.0000,3627273.00,0.00
533,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ổ đĩa cứng hiệu KINGSTON 1000GNV2 M.2 2280 NVME SSD ( SNV2S/1000G ),Cái,1.0000,1818182.00,0.00
532,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Máy tính xách tay HP PAVILION 15-eg2064TX i5 1235U/8GB/256GB/2GB_MX550/15.6"" FHD/W11SL/(7C0W8PA)",Cái,1.0000,16872727.00,0.00
532,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Rapoo M20,Cái,1.0000,118182.00,0.00
531,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực in  Brother BT5000M,Chai,1.0000,136364.00,0.00
530,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Điện thoại có dây Panasonic KXTS500,Cái,2.0000,545454.00,0.00
530,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột vi tính Rapoo M20,Cái,1.0000,109091.00,0.00
529,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Phần mềm Kaspersky KL1867MUAFS,Cái,1.0000,300000.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị thu phát vô tuyến, TPLINK, 2,4GHz/5GHz_ArcherAX73",Chiếc,1.0000,2000000.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị chuyển mạch TP-Link, TL-SG108",Cái,4.0000,2000000.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Dell Multimedia KB216,Cái,1.0000,172727.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị thu phát vô tuyến  TP-Link 2.4Ghz,Archer T2U","",1.0000,227273.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Dây cáp mạng  Ensoho EN-F6CA24 FTP cat6,Hộp,2.0000,2181818.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bộ định tuyến có chức năng thuphát vô tuyến TP-LINK, 2,4GHz/ W-CDMA FDD/GSM_TL-MR6400",Chiếc,3.0000,2918182.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị chuyển mạch TP-Link, TL - SG1016",Cái,1.0000,1100000.00,0.00
528,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị định tuyến TP-Link 300M,2.4GHz, TL-WR841HP",Cái,2.0000,1218182.00,0.00
527,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Điện thoại có dây Panasonic KXTS500,Cái,1.0000,272727.00,0.00
526,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Camera quan sát kỹ thuật số có chức năng ghi hiệuEZVIZ mã CS-H8C - hỗ trợ thẻ nhớ trong,Chiếc,1.0000,1018182.00,0.00
526,banra,5,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thẻ nhớ 64GB Micro SDXC Exceria UHS-I C10 U1100MB/s Kioxia (Không có Adapter),Cái,1.0000,118182.00,0.00
